"编号","开始答题时间","结束答题时间","答题时长","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:高德 / 百度等地图软件","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:小红书","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:大众点评","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:抖音 / 短视频平台","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:携程 / 马蜂窝等旅游平台","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:微信公众号 / 当地文旅平台","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:朋友推荐","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:到达当地后随机探索","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:其他：____","1.当你去一个不熟悉的旅游目的地时，通常会通过哪些方式寻找“去哪玩、去哪吃、有什么活动”？:其他：____[选项填空]","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:热门景点很多，但很难发现小众、在地的地点","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:推荐结果比较大众化，不太符合我当下的心情或状态","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:不知道这个地方“今天去是否合适”","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:很难看到最近正在发生的活动、展览、市集等","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:评论发布时间跨度大，不知道近期真实情况","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:很难判断人多不多、晒不晒、累不累、适不适合躺着休息","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:地点信息分散在不同 App，需要反复搜索","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:基本没有遇到这些问题","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:其他：____","2.你使用普通地图或旅游平台寻找目的地时，遇到过哪些问题？:其他：____[选项填空]","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:当天天气","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:当前时间 / 日落时间","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:自己当天的体力和心情","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:同行人数 / 和谁出行","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:人流量","3.旅行时，以下因素会在多大程度上影响你“今天去哪”？:当天是否有活动","4.如果有一个旅游地图可以根据“天气 + 时间 + 你的心情/体力 + 同行对象”等条件，动态推荐当天更适合去的地点，你的使用意愿如何？","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:小众海滩 / 无人沙滩","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:咖啡店 / 海边饮品店","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:本地小吃 / 海鲜 / 夜市","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:手作店 / DIY体验","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:美术馆 / 展览 / 文化空间","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:潜水 / 桨板 / 冲浪等玩水项目","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:渔村 / 市场 / 本地生活空间","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:日落点 / 夜间活动","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:适合发呆、休息、吹风的“躺平地点”","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:临时市集 / 节庆 / 快闪活动","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:其他：____","5.对于陵水这样的地区型旅游目的地，你更希望地图除了著名景点，还收录哪些内容？:其他：____[选项填空]","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:今天有什么活动","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:本周有哪些展览 / 市集 / 演出","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:最近是否施工、关闭或新开放","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:当前或近期人流情况","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:最近游客的真实评价","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:日落时间 / 天气是否适合","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:近期热度变化","6.如果某个地点可以展示下面这些“近期信息”，你最想看到哪些？:我对这些实时信息不太感兴趣","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:看其他游客最近发布的真实体验","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:看游客对地点的吐槽 / 避坑信息","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:分享自己发现的小众地点","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:发布照片和旅行碎片","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:评论其他游客的帖子","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:点赞有帮助的信息","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:收藏店铺 / 地点","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:把收藏地点整理成自己的旅行路线","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:我只想看，不太会发布","7.如果地图中有一个游客社区，你会愿意进行哪些行为？:我对社区功能没有需求","8.你最希望这个地图优先解决什么问题？（选填）","9.您通常属于哪种旅行方式？","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"41","30-Aug-2026 21:43:00","30-Aug-2026 21:45:10","130","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","","H.基本没有遇到这些问题","","","5","4","4","3","5","3","C.一般","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","B.看游客对地点的吐槽 / 避坑信息","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","陕西省","渭南市","","111**********","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/604.1.33 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"40","30-Aug-2026 21:43:33","30-Aug-2026 21:45:10","97","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","I.其他：____{fillblank-q2b2}","","3","3","4","4","4","4","A.非常愿意","","B.咖啡店 / 海边饮品店","","D.手作店 / DIY体验","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","E.跟团或多人活动","简体中文","未清洗","","中国","黑龙江省","双鸭山市","","113*********","Mozilla/5.0 (Linux; Android 12; M6 Note) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"39","30-Aug-2026 21:38:57","30-Aug-2026 21:41:27","150","A.高德 / 百度等地图软件","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","","H.基本没有遇到这些问题","","","4","4","4","4","4","3","B.比较愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","山东省","烟台市","","123***********","Mozilla/5.0 (Linux; Android 11; M6 Note) AppleWebKit/609.2.1 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"38","30-Aug-2026 21:38:56","30-Aug-2026 21:41:26","150","","B.小红书","","D.抖音 / 短视频平台","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","4","4","4","4","3","4","A.非常愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","上海市","上海市","","61.**********","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/610.1.15.51.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"37","30-Aug-2026 21:37:08","30-Aug-2026 21:39:23","135","","B.小红书","C.大众点评","","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","4","3","5","4","5","5","C.一般","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","F.潜水 / 桨板 / 冲浪等玩水项目","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","","J.我对社区功能没有需求","无","B.情侣 / 两人","简体中文","未清洗","","中国","广东省","广州市","","223**********","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/538.34.45 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"36","30-Aug-2026 21:37:15","30-Aug-2026 21:39:22","127","A.高德 / 百度等地图软件","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","4","4","5","4","4","3","B.比较愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","浙江省","绍兴市","","124*********","Mozilla/5.0 (Linux; Android 12; M6 Note) AppleWebKit/609.1.20.111.7 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"35","30-Aug-2026 21:34:49","30-Aug-2026 21:36:39","110","","B.小红书","","D.抖音 / 短视频平台","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","I.其他：____{fillblank-q2b2}","","3","3","4","5","5","3","B.比较愿意","","B.咖啡店 / 海边饮品店","","D.手作店 / DIY体验","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","B.看游客对地点的吐槽 / 避坑信息","","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","广东省","东莞市","","113**********","Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_2 like Mac OS X) AppleWebKit/537.60.2 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"34","30-Aug-2026 21:34:06","30-Aug-2026 21:36:39","153","","B.小红书","","D.抖音 / 短视频平台","","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","4","5","5","4","4","5","A.非常愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","广西壮族自治区","柳州市","","182*********","Mozilla/5.0 (Linux; Android 12; M6 Note) AppleWebKit/600.7.6 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"33","30-Aug-2026 21:34:13","30-Aug-2026 21:36:38","145","","B.小红书","","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","A.热门景点很多，但很难发现小众、在地的地点","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","4","4","3","4","4","5","E.完全不愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","江苏省","苏州市","","180***********","Mozilla/5.0 (Linux; Android 15; M6 Note) AppleWebKit/608.4.9 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"32","30-Aug-2026 21:30:16","30-Aug-2026 21:32:41","145","A.高德 / 百度等地图软件","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","1","4","2","1","1","1","C.一般","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","F.潜水 / 桨板 / 冲浪等玩水项目","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","云南省","德宏傣族景颇族自治州","","39.***********","Mozilla/5.0 (Linux; Android 15; M6 Note) AppleWebKit/536.29.6 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"31","30-Aug-2026 21:30:41","30-Aug-2026 21:32:37","116","","B.小红书","","D.抖音 / 短视频平台","E.携程 / 马蜂窝等旅游平台","","G.朋友推荐","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","2","3","2","2","2","3","B.比较愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","F.潜水 / 桨板 / 冲浪等玩水项目","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","H.近期热度变化","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","C.朋友结伴","简体中文","未清洗","","中国","四川省","成都市","","171************","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/610.1.25.5.1 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"30","30-Aug-2026 21:28:42","30-Aug-2026 21:30:28","106","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","I.其他：____{fillblank-q1a1}","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","I.其他：____{fillblank-q2b2}","","3","4","4","4","4","4","B.比较愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","江苏省","南京市","","121************","Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/606.1.36.2.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"29","30-Aug-2026 21:28:10","30-Aug-2026 21:30:28","138","","B.小红书","","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","","","","5","5","5","3","5","5","A.非常愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","广东省","深圳市","","61.***********","Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/606.3.4 (KHTML, like Gecko) CriOS/120.0.6089.3 Mobile/15E148 Safari/604.1","",
"28","30-Aug-2026 21:28:36","30-Aug-2026 21:30:27","111","A.高德 / 百度等地图软件","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","","H.基本没有遇到这些问题","","","3","4","5","4","4","5","A.非常愿意","A.小众海滩 / 无人沙滩","B.咖啡店 / 海边饮品店","","","E.美术馆 / 展览 / 文化空间","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","","D.当前或近期人流情况","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","江苏省","淮安市","","49.*********","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/600.8.9 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"27","30-Aug-2026 21:25:30","30-Aug-2026 21:27:00","90","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","","I.其他：____{fillblank-q1a1}","","A.热门景点很多，但很难发现小众、在地的地点","","C.不知道这个地方“今天去是否合适”","","E.评论发布时间跨度大，不知道近期真实情况","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","3","3","4","5","5","3","B.比较愿意","","B.咖啡店 / 海边饮品店","","D.手作店 / DIY体验","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","","J.临时市集 / 节庆 / 快闪活动","","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","B.看游客对地点的吐槽 / 避坑信息","","D.发布照片和旅行碎片","E.评论其他游客的帖子","","","H.把收藏地点整理成自己的旅行路线","I.我只想看，不太会发布","","无","B.情侣 / 两人","简体中文","未清洗","","中国","浙江省","杭州市","","39.*********","Mozilla/5.0 (iPhone; CPU iPhone OS 14_7 like Mac OS X) AppleWebKit/610.1.15 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"26","30-Aug-2026 21:24:08","30-Aug-2026 21:26:39","151","","B.小红书","","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","E.评论发布时间跨度大，不知道近期真实情况","","G.地点信息分散在不同 App，需要反复搜索","H.基本没有遇到这些问题","","","3","4","5","5","4","4","B.比较愿意","A.小众海滩 / 无人沙滩","","C.本地小吃 / 海鲜 / 夜市","","E.美术馆 / 展览 / 文化空间","","","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","K.其他：____{fillblank-q5c5}","","","","C.最近是否施工、关闭或新开放","","E.最近游客的真实评价","F.最近热门关键词，例如“日落好看”“蚊虫较多”“下午比较晒”","","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","F.点赞有帮助的信息","","","I.我只想看，不太会发布","","无","D.亲子 / 家庭","简体中文","未清洗","","中国","河北省","邯郸市","","106************","Mozilla/5.0 (Linux; Android 9; M6 Note) AppleWebKit/610.1.7.3.2 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
"25","30-Aug-2026 21:25:16","30-Aug-2026 21:26:37","81","","","C.大众点评","","E.携程 / 马蜂窝等旅游平台","F.微信公众号 / 当地文旅平台","","H.到达当地后随机探索","","","A.热门景点很多，但很难发现小众、在地的地点","B.推荐结果比较大众化，不太符合我当下的心情或状态","","D.很难看到最近正在发生的活动、展览、市集等","","F.很难判断人多不多、晒不晒、累不累、适不适合躺着休息","G.地点信息分散在不同 App，需要反复搜索","","","","4","4","4","4","3","4","B.比较愿意","","B.咖啡店 / 海边饮品店","C.本地小吃 / 海鲜 / 夜市","","","","G.渔村 / 市场 / 本地生活空间","H.日落点 / 夜间活动","I.适合发呆、休息、吹风的“躺平地点”","","","","","B.本周有哪些展览 / 市集 / 演出","","D.当前或近期人流情况","E.最近游客的真实评价","","G.日落时间 / 天气是否适合","","","","","C.分享自己发现的小众地点","","E.评论其他游客的帖子","","G.收藏店铺 / 地点","","I.我只想看，不太会发布","","无","A.独自旅行","简体中文","未清洗","","中国","四川省","成都市","","171************","Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/608.1.27.3 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN","",
